"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SOX5",0.494944410696611,0.257078875966222,0.312,0.2,1
"SIRT7",0.495499865580401,0.261656907613528,0.062,0.08,1
"TP53",0.497141458142987,0.2629323021518,0.25,0.12,1
"SLC25A16",0.497205700898673,0.292655497882497,0.125,0.12,1
"HNRNPC",0.497217128988208,0.252208620982046,0.375,0.24,1
"FAM172A",0.499577922899809,0.254888370454982,0.188,0.16,1
"CCSAP",0.499904231258473,0.279599163301513,0.312,0.36,1
"HINT3",0.501553710877371,0.29336152148511,0.062,0.04,1
"MICU1",0.501946410287805,0.253643626610706,0.188,0.24,1
"RMDN2",0.502592153406793,0.261037377128929,0.125,0.04,1
"PANK3",0.503335111700599,0.254970440701314,0.125,0.16,1
"SLMAP",0.503931039102191,-0.253009091282713,0.062,0.16,1
"ST3GAL2",0.505098980833148,0.254987192606792,0.312,0.28,1
"ZNF74",0.505653594852341,0.2770506881265,0.125,0.04,1
"DDX19B",0.513648861589577,0.268293372467821,0.188,0.16,1
"NLRC3",0.514477041349489,0.250694472166151,0.125,0.16,1
"CIPC",0.514718221788434,0.290331472141495,0.062,0.08,1
"FGF9",0.517754229806944,0.257079455172104,0.188,0.16,1
"SNX6",0.518758956777463,0.258123553182634,0.188,0.16,1
"ADCY6",0.521623823798046,0.252510611010871,0.188,0.24,1
"CHGA",0.523903900878946,0.252960060992312,0.125,0.04,1
"KANSL1L",0.526827688502613,-0.254316468067895,0.125,0.28,1
"ARL15",0.528918372364204,0.271816741821606,0.062,0.04,1
"CEP85L",0.531427733983356,0.256339048305177,0.188,0.16,1
"LRRC17",0.53961205683999,0.302078783606322,0.188,0.12,1
"CCDC171",0.544481523483702,-0.267837712725769,0.188,0.24,1
"HIF1AN",0.545067909713186,0.250031960489285,0.188,0.24,1
"RNF20",0.567361447827948,0.258347611484741,0.125,0.12,1
"CWC22",0.571474683247658,0.285359112528861,0.125,0.08,1
"CEP128",0.58808938137971,0.261611788969688,0.125,0.08,1
